type,commodity,commodity_origin_iso2,commodity_origin_country,commodity_destination_iso2,commodity_destination_country,date,value_m3
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-02-20,43633598.59891059
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-02-20,47304942.15405943
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-02-20,28623125.508079145
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-02-21,3785018.646405269
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-02-20,25469482.46756735
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-02-20,16503440.017343044
crossborder,natural_gas,FR,France,CH,Switzerland,2023-02-20,23200391.00831146
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-02-20,446673.4108560956
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-02-21,19237793.463050622
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-02-20,70480058.5425518
production,natural_gas,DE,Germany,DE,Germany,2023-02-21,12600415.8386807
crossborder,natural_gas,FR,France,DE,Germany,2023-02-20,11282711.075411104
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-02-21,71684376.44834362
crossborder,natural_gas,NO,Norway,DE,Germany,2023-02-21,116831249.17531928
crossborder,natural_gas,lng,LNG,DE,Germany,2023-02-21,16381221.209003568
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-02-20,21261324.95988734
production,natural_gas,ES,Spain,ES,Spain,2023-02-20,99613.93294259608
crossborder,natural_gas,FR,France,ES,Spain,2023-02-20,9752750.05079201
crossborder,natural_gas,lng,LNG,ES,Spain,2023-02-20,56411607.801075324
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-02-20,5506887.378786541
crossborder,natural_gas,NO,Norway,FR,France,2023-02-20,47236027.21685688
crossborder,natural_gas,lng,LNG,FR,France,2023-02-20,77845830.81612088
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-02-21,28972748.021064296
production,natural_gas,HR,Croatia,HR,Croatia,2023-02-20,1468560.318177687
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-02-20,7998697.637295558
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-02-21,2447911.9242097144
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-02-21,2411923.2588392003
production,natural_gas,HU,Hungary,HU,Hungary,2023-02-21,4381602.098810123
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-02-21,2436716.305968673
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-02-21,9871719.529424556
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-02-21,1287.7443357558386
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-02-20,14866629.089527026
crossborder,natural_gas,AT,Austria,IT,Italy,2023-02-21,12718244.81838812
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-02-20,33881638.314282626
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-02-20,47187563.165871926
crossborder,natural_gas,GR,Greece,IT,Italy,2023-02-21,22496742.4423668
production,natural_gas,IT,Italy,IT,Italy,2023-02-20,7768143.185639766
crossborder,natural_gas,LY,Libya,IT,Italy,2023-02-20,3038330.7803341793
crossborder,natural_gas,lng,LNG,IT,Italy,2023-02-20,49131798.50951758
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-02-21,9446014.871260662
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-02-21,8404340.402210766
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-02-20,2131788.6818221104
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-02-21,4298851.932965821
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-02-20,1815730.2071978543
crossborder,natural_gas,RO,Romania,MD,Moldova,2023-02-20,1546051.6847879856
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-02-20,5900042.615144332
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-02-20,995080.6489142402
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-02-20,33240078.575218543
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-02-20,6332712.922842196
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-02-20,54690518.85761718
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-02-20,25549806.859307356
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-02-20,52934720.025085
crossborder,natural_gas,DE,Germany,PL,Poland,2023-02-21,4942255.057435856
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-02-21,658256.941025414
production,natural_gas,PL,Poland,PL,Poland,2023-02-21,6104590.409973999
crossborder,natural_gas,lng,LNG,PL,Poland,2023-02-21,9101904.641016684
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-02-21,4460412.603231663
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-02-21,8743837.88290712
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-02-20,2372570.770993031
production,natural_gas,RO,Romania,RO,Romania,2023-02-20,23912461.88579697
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-02-20,19679374.74038445
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-02-21,891986.1772585011
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-02-21,9109149.385185488
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-02-20,1901180.7587751672
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-02-20,717356.658544397
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-02-21,6913881.766438534
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-02-21,1269982.170812315
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-02-20,32963025.508622188
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-02-20,203561.19635053465
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-02-21,4216071.812379286
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-20,58666.148246348086
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-20,38835703.77427327
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-02-20,4536857.299759394
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-02-20,51259.85720338982
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-02-20,414192.3880086579
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-02-20,128546237.5079657
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-02-20,53670778.21508808
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-02-20,84415748.36923362
crossborder,natural_gas,DE,Germany,AT,Austria,2023-02-22,7329781.733560129
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-02-22,23469184.73147904
crossborder,natural_gas,FR,France,BE,Belgium,2023-02-21,21732712.289402764
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-02-21,12699969.251887046
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-02-21,43365344.35425311
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-02-21,46694869.98352838
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-02-21,30778499.499660783
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-02-22,3782082.496621352
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-02-22,6407625.028839909
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-02-21,25764184.853146628
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-02-21,8187101.770088895
crossborder,natural_gas,FR,France,CH,Switzerland,2023-02-21,21259330.42725679
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-02-21,405197.0279750563
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-02-22,20528886.057981927
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-02-21,63358165.184019856
production,natural_gas,DE,Germany,DE,Germany,2023-02-22,11982890.036722751
crossborder,natural_gas,FR,France,DE,Germany,2023-02-21,24451383.479230527
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-02-22,58970731.41501409
crossborder,natural_gas,NO,Norway,DE,Germany,2023-02-22,112447414.47399938
crossborder,natural_gas,lng,LNG,DE,Germany,2023-02-22,16478889.724629853
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-02-21,21148970.331432942
production,natural_gas,ES,Spain,ES,Spain,2023-02-21,95959.26090329252
crossborder,natural_gas,FR,France,ES,Spain,2023-02-21,12802260.020202888
crossborder,natural_gas,lng,LNG,ES,Spain,2023-02-21,68265153.0071229
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-02-21,5535734.930837004
crossborder,natural_gas,BE,Belgium,FR,France,2023-02-21,710.8763285024154
crossborder,natural_gas,NO,Norway,FR,France,2023-02-21,41807980.17047451
crossborder,natural_gas,lng,LNG,FR,France,2023-02-21,80469522.82344997
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-02-22,29768525.69978245
production,natural_gas,HR,Croatia,HR,Croatia,2023-02-21,1445688.4437330826
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-02-21,8008847.586726977
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-02-22,4255971.091290488
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-02-22,2264683.0162284747
production,natural_gas,HU,Hungary,HU,Hungary,2023-02-22,4397407.592436507
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-02-22,2351035.5523718772
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-02-22,9854754.466724316
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-02-22,1289.637920838235
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-02-21,16988785.418289583
crossborder,natural_gas,AT,Austria,IT,Italy,2023-02-22,4907461.643323569
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-02-21,23525866.6318694
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-02-21,48642045.75467687
crossborder,natural_gas,GR,Greece,IT,Italy,2023-02-22,21972932.05985314
production,natural_gas,IT,Italy,IT,Italy,2023-02-21,7689681.319035354
crossborder,natural_gas,LY,Libya,IT,Italy,2023-02-21,4056609.341461282
crossborder,natural_gas,lng,LNG,IT,Italy,2023-02-21,49131880.58276948
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-02-22,9992249.588013912
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-02-22,4365446.125419145
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-02-21,2237724.421098141
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-02-22,2122918.4735594923
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-02-21,1806453.5486778845
crossborder,natural_gas,RO,Romania,MD,Moldova,2023-02-21,1466097.005954907
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-02-21,6511842.104882316
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-02-21,1326551.3716550197
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-02-21,32488979.687634543
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-02-21,17563373.394429937
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-02-21,54359101.933178954
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-02-21,23069894.629870128
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-02-21,53132281.852228425
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-02-22,161840.2604856512
crossborder,natural_gas,DE,Germany,PL,Poland,2023-02-22,5654826.398294051
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-02-22,16305978.196232203
production,natural_gas,PL,Poland,PL,Poland,2023-02-22,6111913.847067728
crossborder,natural_gas,lng,LNG,PL,Poland,2023-02-22,9631788.84128232
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-02-22,6899905.9458172945
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-02-22,11532671.082052926
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-02-21,2809940.9244686407
production,natural_gas,RO,Romania,RO,Romania,2023-02-21,23999948.526447017
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-02-21,19756264.99284197
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-02-22,889409.280872672
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-02-22,9151984.301031582
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-02-21,2253381.8920833436
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-02-21,713666.6926328114
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-02-22,6293091.902658699
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-02-22,930126.1966927762
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-02-21,33900546.50700426
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-02-21,205985.5877580456
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-02-22,3870487.60401474
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-21,761272.7889117145
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-21,39639684.325206056
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-02-21,4535236.988812041
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-02-21,52230.69071729958
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-02-21,421800.18939393933
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-02-21,133135655.43665966
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-02-21,52766850.58733182
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-02-21,88803899.41935576
crossborder,natural_gas,DE,Germany,AT,Austria,2023-02-23,6599880.005631624
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-02-23,22932160.86420822
crossborder,natural_gas,FR,France,BE,Belgium,2023-02-22,23486184.11885067
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-02-22,12757162.61623774
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-02-22,43576322.96129924
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-02-22,46596917.91934922
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-02-22,30892066.09289617
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-02-23,3783402.922189009
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-02-23,7618694.463044031
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-02-22,23978509.810088977
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-02-22,3937847.3480422073
crossborder,natural_gas,FR,France,CH,Switzerland,2023-02-22,23173080.362839613
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-02-22,381655.15584415576
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-02-23,18335603.66051477
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-02-22,64411384.95802665
production,natural_gas,DE,Germany,DE,Germany,2023-02-23,11816881.909318002
crossborder,natural_gas,FR,France,DE,Germany,2023-02-22,27426186.45205526
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-02-23,57297603.3249331
crossborder,natural_gas,NO,Norway,DE,Germany,2023-02-23,113310893.2423083
crossborder,natural_gas,lng,LNG,DE,Germany,2023-02-23,17888908.188299894
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-02-22,21250919.30809288
production,natural_gas,ES,Spain,ES,Spain,2023-02-22,129049.54969011396
crossborder,natural_gas,FR,France,ES,Spain,2023-02-22,13410502.620357634
crossborder,natural_gas,lng,LNG,ES,Spain,2023-02-22,59088673.57342397
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-02-22,5698256.023157524
crossborder,natural_gas,NO,Norway,FR,France,2023-02-22,35980275.38015803
crossborder,natural_gas,lng,LNG,FR,France,2023-02-22,103567587.4221002
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-02-23,29855668.784061544
production,natural_gas,HR,Croatia,HR,Croatia,2023-02-22,1465116.1383279953
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-02-22,7974852.411671541
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-02-23,3168168.087954988
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-02-23,2370205.749331033
production,natural_gas,HU,Hungary,HU,Hungary,2023-02-23,4460887.351102328
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-02-23,1883980.44385093
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-02-23,9851818.492057148
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-02-23,1286.7221080985958
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-02-22,17732092.528341793
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-02-22,21009756.647630654
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-02-22,48835640.92603625
crossborder,natural_gas,GR,Greece,IT,Italy,2023-02-23,22777135.2386645
production,natural_gas,IT,Italy,IT,Italy,2023-02-22,7706366.242777633
crossborder,natural_gas,LY,Libya,IT,Italy,2023-02-22,5069639.0538414465
crossborder,natural_gas,lng,LNG,IT,Italy,2023-02-22,50350455.76299847
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-02-23,10774742.359355096
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-02-23,4313371.258907363
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-02-22,2210555.0746977543
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-02-23,1444073.9472620906
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-02-22,1794367.4183034562
crossborder,natural_gas,RO,Romania,MD,Moldova,2023-02-22,1159912.5389426523
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-02-22,7251993.093768846
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-02-22,1375020.213539433
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-02-22,33770224.02250854
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-02-22,13916398.541738754
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-02-22,51034844.60081591
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-02-22,27469967.23636363
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-02-22,53241968.19926285
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-02-23,165896.55868835072
crossborder,natural_gas,DE,Germany,PL,Poland,2023-02-23,4601576.165062482
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-02-23,16304727.322905123
production,natural_gas,PL,Poland,PL,Poland,2023-02-23,6135806.309690603
crossborder,natural_gas,lng,LNG,PL,Poland,2023-02-23,19936880.15074939
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-02-23,5774873.734849338
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-02-23,8735564.29701717
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-02-22,2104872.4288980835
production,natural_gas,RO,Romania,RO,Romania,2023-02-22,24120441.410463046
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-02-22,19006880.65935984
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-02-23,888484.065617377
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-02-23,9030854.585025605
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-02-22,1665549.5410376992
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-02-22,869500.689535802
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-02-23,6354251.1412151065
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-02-23,1262986.7641936608
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-02-22,35968158.52219321
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-02-22,201783.52466102617
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-02-23,3798074.302360635
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-22,769920.5468908018
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-22,41398964.66055329
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-02-22,4521015.752862796
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-02-22,63831.93277310924
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-02-22,428314.9285714285
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-02-22,145995264.84513983
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-02-22,53404077.28322072
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-02-22,92214464.46848524
crossborder,natural_gas,DE,Germany,AT,Austria,2023-02-24,3736669.1901153503
crossborder,natural_gas,IT,Italy,AT,Austria,2023-02-24,7712346.329805689
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-02-24,23857347.029140204
crossborder,natural_gas,FR,France,BE,Belgium,2023-02-23,23672360.714536365
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-02-23,12359054.68488684
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-02-23,43502867.69270564
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-02-23,28279441.72398781
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-02-23,41142355.2553648
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-02-24,3785984.308920673
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-02-24,8036361.984695107
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-02-23,22777996.718517352
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-02-23,3355729.855983241
crossborder,natural_gas,FR,France,CH,Switzerland,2023-02-23,23265071.82998252
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-02-23,370662.14798598946
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-02-24,17420058.708441593
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-02-23,60751209.66733535
crossborder,natural_gas,CH,Switzerland,DE,Germany,2023-02-23,13304.619916215745
production,natural_gas,DE,Germany,DE,Germany,2023-02-24,11669015.164860912
crossborder,natural_gas,FR,France,DE,Germany,2023-02-23,23273474.400676355
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-02-24,73657284.75624573
crossborder,natural_gas,NO,Norway,DE,Germany,2023-02-24,108228455.45217468
crossborder,natural_gas,lng,LNG,DE,Germany,2023-02-24,16582703.286683127
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-02-23,20386331.33711992
production,natural_gas,ES,Spain,ES,Spain,2023-02-23,154893.5799532993
crossborder,natural_gas,FR,France,ES,Spain,2023-02-23,11303210.970777825
crossborder,natural_gas,lng,LNG,ES,Spain,2023-02-23,63977158.922612086
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-02-23,5576438.747465843
crossborder,natural_gas,NO,Norway,FR,France,2023-02-23,30436596.403056767
crossborder,natural_gas,lng,LNG,FR,France,2023-02-23,92057738.7923353
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-02-24,30340772.73332082
production,natural_gas,HR,Croatia,HR,Croatia,2023-02-23,1469413.284448391
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-02-23,268042.89124207967
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-02-23,8042723.219501923
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-02-24,4169156.8155907295
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-02-24,3006310.708273544
production,natural_gas,HU,Hungary,HU,Hungary,2023-02-24,4452598.319265237
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-02-24,1794109.4762167337
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-02-24,9873881.601674331
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-02-24,1655.804247839803
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-02-23,20168767.655245345
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-02-23,21837625.4149795
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-02-23,52432638.33446663
crossborder,natural_gas,GR,Greece,IT,Italy,2023-02-24,23518990.659748912
production,natural_gas,IT,Italy,IT,Italy,2023-02-23,7860778.349498748
crossborder,natural_gas,LY,Libya,IT,Italy,2023-02-23,6595395.6965957815
crossborder,natural_gas,lng,LNG,IT,Italy,2023-02-23,50245068.16481474
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-02-24,9617952.023756905
crossborder,natural_gas,PL,Poland,LT,Lithuania,2023-02-24,808250.315031001
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-02-24,4208532.97678151
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-02-23,2125704.776743384
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-02-24,1678577.6810092798
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-02-23,1807710.789383415
crossborder,natural_gas,RO,Romania,MD,Moldova,2023-02-23,827402.4483630571
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-02-23,7365263.700552184
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-02-23,1250789.196536635
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-02-23,31165351.631801173
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-02-23,14041904.871162187
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-02-23,53723939.58853634
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-02-23,29633989.721645016
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-02-23,1.3951166810717373
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-02-23,52630056.89969919
crossborder,natural_gas,DE,Germany,PL,Poland,2023-02-24,3573747.4093573233
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-02-24,16243393.269427838
production,natural_gas,PL,Poland,PL,Poland,2023-02-24,6201629.243583125
crossborder,natural_gas,lng,LNG,PL,Poland,2023-02-24,20079573.084516797
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-02-24,3968550.036716224
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-02-24,12288913.242168523
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-02-23,2197159.9544381527
production,natural_gas,RO,Romania,RO,Romania,2023-02-23,23443510.411932323
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-02-23,19015136.872248184
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-02-24,890766.5561737596
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-02-24,8795655.399856621
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-02-23,2084726.2996354997
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-02-23,877778.4046860902
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-02-24,6010381.7837115005
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-02-24,1319117.4677812608
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-02-23,35284535.49290872
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-02-23,86612.33761124892
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-02-24,3673967.34828191
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-23,772870.331091323
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-02-23,41169997.907116406
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-02-23,4510519.647676574
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-02-23,54558.71121416526
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-02-23,396962.3150821088
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-02-23,132929497.8905678
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-02-23,47270072.36143911
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-02-23,94198809.89568526
crossborder,natural_gas,DE,Germany,AT,Austria,2023-02-25,3135184.409107181
crossborder,natural_gas,IT,Italy,AT,Austria,2023-02-25,6600779.788860891
